FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,Avg household size,Population,Popdens
1,161526,1001,1539602123,25706961,Autauga County,Alabama,2.59,55200,35.85341899
2,161527,1003,4117546676,1133055836,Baldwin County,Alabama,2.61,208107,50.54150356
3,161528,1005,2292144655,50538698,Barbour County,Alabama,2.49,25782,11.24798121
4,161529,1007,1612167481,9602089,Bibb County,Alabama,2.99,22527,13.973114
5,161530,1009,1670103911,15015423,Blount County,Alabama,2.77,57645,34.51581642
6,161531,1011,1613059160,6054988,Bullock County,Alabama,2.75,10352,6.41761955
7,161532,1013,2012002530,2701198,Butler County,Alabama,2.94,20025,9.952770785
8,161533,1015,1569189622,16627597,Calhoun County,Alabama,2.49,115098,73.348688
9,161534,1017,1545085607,16971701,Chambers County,Alabama,2.46,33826,21.89263808
10,161535,1019,1433623321,120308339,Cherokee County,Alabama,2.41,25853,18.0333283
11,161536,1021,1794477075,20592144,Chilton County,Alabama,2.6,43930,24.48066939
12,161537,1023,2365869835,19144469,Choctaw County,Alabama,2.41,13075,5.526508604
13,161538,1025,3207494111,36657891,Clarke County,Alabama,2.57,24387,7.603131652
14,161539,1027,1564251835,5285207,Clay County,Alabama,2.51,13378,8.552331345
15,161540,1029,1450663940,2354896,Cleburne County,Alabama,2.58,14938,10.29735391
16,161541,1031,1758565925,3907189,Coffee County,Alabama,2.56,51288,29.16467291
17,161542,1033,1535202321,79700277,Colbert County,Alabama,2.48,54495,35.49694998
18,161543,1035,2202007854,6632046,Conecuh County,Alabama,2.73,12514,5.682995171
19,161544,1037,1685850815,39987271,Coosa County,Alabama,2.55,10855,6.438885282
20,161545,1039,2669129020,34231390,Covington County,Alabama,2.44,37351,13.99370346
21,161546,1041,1576952799,5388561,Crenshaw County,Alabama,2.73,13865,8.792273306
22,161547,1043,1903073019,52422496,Cullman County,Alabama,2.64,82313,43.25267563
23,161548,1045,1453244553,4082940,Dale County,Alabama,2.57,49255,33.89312549
24,161549,1047,2534919599,39124778,Dallas County,Alabama,2.41,40029,15.79103338
25,161550,1049,2012676479,4121543,DeKalb County,Alabama,2.69,71200,35.37577983
26,161551,1051,1601769095,99957723,Elmore County,Alabama,2.63,81212,50.70144021
27,161552,1053,2448115119,20504948,Escambia County,Alabama,2.57,37328,15.24764898
28,161553,1055,1386373604,34568854,Etowah County,Alabama,2.62,102939,74.25054812
29,161554,1057,1625693290,4330881,Fayette County,Alabama,2.34,16585,10.20180135
30,161555,1059,1641841406,32643981,Franklin County,Alabama,2.79,31542,19.21135615
31,161556,1061,1487897666,11578163,Geneva County,Alabama,2.5,26491,17.80431585
32,161557,1063,1675782061,33416141,Greene County,Alabama,2.83,8426,5.028100131
33,161558,1065,1667907112,32423361,Hale County,Alabama,2.6,14887,8.925557001
34,161559,1067,1454926621,16986823,Henry County,Alabama,2.52,17124,11.76966574
35,161560,1069,1501854593,4683050,Houston County,Alabama,2.63,104352,69.48209266
36,161561,1071,2791974056,126334709,Jackson County,Alabama,2.49,52094,18.65848284
37,161562,1073,2878465205,32885044,Jefferson County,Alabama,2.47,659892,229.2513381
38,161563,1075,1566544637,1600679,Lamar County,Alabama,2.3,13933,8.894097028
39,161564,1077,1730146083,133608930,Lauderdale County,Alabama,2.35,92585,53.51282236
40,161565,1079,1788864247,68682382,Lawrence County,Alabama,2.57,33171,18.54305046
41,161566,1081,1573548952,21492291,Lee County,Alabama,2.58,159287,101.2278644
42,161567,1083,1450277885,122329729,Limestone County,Alabama,2.81,93052,64.16149688
43,161568,1085,1854201378,23721835,Lowndes County,Alabama,2.43,10236,5.520435979
44,161569,1087,1576855717,11345392,Macon County,Alabama,2.19,19054,12.08354055
45,161570,1089,2076091216,28831382,Madison County,Alabama,2.4,357560,172.2275
46,161572,1091,2530140238,14966620,Marengo County,Alabama,2.48,19538,7.722101608
47,161573,1093,1922656563,3184076,Marion County,Alabama,2.41,29965,15.58520673
48,161574,1095,1465531860,148495464,Marshall County,Alabama,2.7,95145,64.92182299
49,161575,1097,3184053031,1074031983,Mobile County,Alabama,2.6,414659,130.2299289
50,161576,1099,2656469661,22609681,Monroe County,Alabama,2.61,21512,8.097965626
51,161577,1101,2033918497,37844005,Montgomery County,Alabama,2.45,226941,111.5782173
52,161578,1103,1500612908,50921199,Morgan County,Alabama,2.57,119122,79.38223066
53,161579,1105,1863900621,10937769,Perry County,Alabama,2.82,9486,5.089327131
54,161580,1107,2282893837,22521210,Pickens County,Alabama,2.49,20298,8.891346444
55,161581,1109,1740647518,2336975,Pike County,Alabama,2.73,33403,19.18998514
56,161582,1111,1503615935,9285419,Randolph County,Alabama,2.56,22574,15.0131423
57,161583,1113,1660577613,15641643,Russell County,Alabama,2.53,58213,35.05587426
58,164997,1115,1635844944,56400695,St. Clair County,Alabama,2.65,87306,53.370584
59,161584,1117,2034112797,62537787,Shelby County,Alabama,2.66,211261,103.8590388
60,161585,1119,2340898915,24634883,Sumter County,Alabama,2.4,12985,5.547014404
61,161586,1121,1908256939,60926366,Talladega County,Alabama,2.46,80565,42.21915736
62,161587,1123,1855782851,128806123,Tallapoosa County,Alabama,2.43,40636,21.89695846
63,161588,1125,3421009204,78715350,Tuscaloosa County,Alabama,2.71,206213,60.27841134
64,161589,1127,2048686080,36754696,Walker County,Alabama,2.54,64493,31.4801768
65,161590,1129,2797720360,21652733,Washington County,Alabama,2.75,16643,5.948771806
66,161591,1131,2301075082,49057525,Wilcox County,Alabama,2.77,10809,4.69736954
67,161592,1133,1587608920,48922726,Winston County,Alabama,2.5,23875,15.03833828
68,1419964,2013,18091255385,20800268276,Aleutians East Borough,Alaska,2.6,3425,0.189317984
69,1419965,2016,11375510886,25186009907,Aleutians West Census Area,Alaska,3.72,5750,0.505471803
70,1416061,2020,4419562836,615500204,Anchorage Municipality,Alaska,2.71,296112,67.00029188
71,1419966,2050,1.05229E+11,12768645652,Bethel Census Area,Alaska,3.77,18040,0.171435929
72,1419967,2060,1248324005,949768219,Bristol Bay Borough,Alaska,2.45,890,0.712955928
73,1419988,2068,32729577065,66105677,Denali Borough,Alaska,2.29,2232,0.068195198
74,1419968,2070,47478023796,5950680491,Dillingham Census Area,Alaska,3.25,4975,0.104785322
75,1419969,2090,18983364355,273047179,Fairbanks North Star Borough,Alaska,2.61,99653,5.249490983
76,1419970,2100,6059513753,1051059522,Haines Borough,Alaska,2.41,2518,0.415544894
77,2371430,2105,16981566503,7801359160,Hoonah-Angoon Census Area,Alaska,2.47,2132,0.125547899
78,1419971,2110,7002973758,1426663852,Juneau City and Borough,Alaska,2.53,32330,4.616610188
79,1419972,2122,41500185165,22525337842,Kenai Peninsula Borough,Alaska,2.6,58220,1.402885307
80,1419973,2130,12579243763,4651750442,Ketchikan Gateway Borough,Alaska,2.54,13804,1.097363264
81,1419974,2150,17133720200,14166823224,Kodiak Island Borough,Alaska,3.05,13649,0.796616254
82,1419985,2158,44221226622,6694349084,Kusilvak Census Area,Alaska,4.69,8198,0.185386083
83,1419975,2164,61893966490,25992281749,Lake and Peninsula Borough,Alaska,2.99,1375,0.022215413
84,1419976,2170,64008421559,1456871464,Matanuska-Susitna Borough,Alaska,3.29,103464,1.616412301
85,1419977,2180,59497122355,13774270048,Nome Census Area,Alaska,3.27,9925,0.16681479
86,1419978,2185,2.30054E+11,15549060273,North Slope Borough,Alaska,3.38,9797,0.042585631
87,1419979,2188,92329079390,12875662550,Northwest Arctic Borough,Alaska,3.97,7734,0.083765592
88,2516404,2195,7512557785,2385954337,Petersburg Borough,Alaska,2.72,3255,0.433274538
89,1419980,2198,13630515350,14624992705,Prince of Wales-Hyder Census Area,Alaska,2.7,6474,0.4749637
90,1419981,2220,7433305216,5037858065,Sitka City and Borough,Alaska,2.37,8738,1.175520142
91,2339479,2230,1123881121,28784118,Skagway Municipality,Alaska,2.28,1061,0.944050025
92,1419983,2240,64290686975,751965527,Southeast Fairbanks Census Area,Alaska,3.03,6876,0.106951727
93,1419984,2261,88634324631,15756537958,Valdez-Cordova Census Area,Alaska,2.93,9301,0.104936773
94,2516402,2275,6619997013,2384375232,Wrangell City and Borough,Alaska,2.26,2484,0.375226755
95,1419986,2282,19744199346,3986129001,Yakutat City and Borough,Alaska,2.69,689,0.034896325
96,1419987,2290,3.77035E+11,5949465694,Yukon-Koyukuk Census Area,Alaska,2.68,5415,0.014362075
97,25441,4001,29001320728,54152352,Apache County,Arizona,3.44,71522,2.466163547
98,25442,4003,15966170808,137020196,Cochise County,Arizona,2.38,126279,7.909160031
99,25443,4005,48222143094,110123852,Coconino County,Arizona,2.68,140217,2.907730578
100,40471,4007,12323152727,97113523,Gila County,Arizona,2.42,53400,4.333306678
101,25444,4009,11972737302,47477716,Graham County,Arizona,3.12,37879,3.163771078
102,42807,4011,4770701075,13750464,Greenlee County,Arizona,2.92,9504,1.992160031
103,43540,4012,11653985203,36563337,La Paz County,Arizona,2.3,20701,1.776302238
104,37026,4013,23825949527,64236947,Maricopa County,Arizona,2.76,4253913,178.541174
105,25445,4015,34475503959,387309657,Mohave County,Arizona,2.37,206064,5.977113496
106,42808,4017,25770094216,24078113,Navajo County,Arizona,3.08,108705,4.218261644
107,25446,4019,23794796847,5251370,Pima County,Arizona,2.47,1019722,42.8548311
108,25447,4021,13897458216,22344375,Pinal County,Arizona,2.86,419721,30.20127807
109,40472,4023,3203613240,3088046,Santa Cruz County,Arizona,2.99,46584,14.54108112
110,42809,4025,21039796371,11501576,Yavapai County,Arizona,2.29,224645,10.67714706
111,23901,4027,14281127830,13326079,Yuma County,Arizona,2.79,207829,14.55270217
112,63755,5001,2560886962,116504001,Arkansas County,Arkansas,2.33,18124,7.077235454
113,63756,5003,2396662506,39297497,Ashley County,Arkansas,2.57,20537,8.568999577
114,69895,5005,1435438304,84171718,Baxter County,Arkansas,2.22,41219,28.71527107
115,69896,5007,2195165155,94161968,Benton County,Arkansas,2.72,258980,117.9774558
116,69897,5009,1528068629,31092612,Boone County,Arkansas,2.47,37288,24.40204536
117,63757,5011,1681514472,9532926,Bradley County,Arkansas,2.37,10948,6.510797369
118,63758,5013,1627975429,9926146,Calhoun County,Arkansas,2.61,5202,3.195379922
119,66975,5015,1631600824,22431173,Carroll County,Arkansas,2.47,27887,17.09180309
120,69160,5017,1668823389,120315321,Chicot County,Arkansas,2.35,10826,6.48720534
121,66845,5019,2243130281,43387661,Clark County,Arkansas,2.31,22385,9.979357949
122,63759,5021,1656214473,5097734,Clay County,Arkansas,2.32,15061,9.093629023
123,66983,5023,1434168144,98893719,Cleburne County,Arkansas,2.32,25230,17.5920795
124,63760,5025,1548253400,2500196,Cleveland County,Arkansas,2.47,8226,5.313083763
125,63761,5027,1983889572,1990757,Columbia County,Arkansas,2.47,23892,12.04300901
126,66846,5029,1430333634,37328676,Conway County,Arkansas,2.44,20906,14.61617031
127,66847,5031,1831867052,14069451,Craighead County,Arkansas,2.5,105701,57.70123977
128,69161,5033,1531188213,31076496,Crawford County,Arkansas,2.61,62472,40.79968711
129,69162,5035,1580755093,67432628,Crittenden County,Arkansas,2.58,49013,31.00606806
130,66848,5037,1596421809,15344835,Cross County,Arkansas,2.51,16998,10.64756188
131,66849,5039,1728522506,1864048,Dallas County,Arkansas,2.22,7432,4.299625822
132,66850,5041,1989461629,133085432,Desha County,Arkansas,2.31,11887,5.974983295
133,66851,5043,2145434144,18914034,Drew County,Arkansas,2.49,18502,8.623895565
134,66852,5045,1678154687,41787768,Faulkner County,Arkansas,2.67,122416,72.94679147
135,66853,5047,1576914320,27952005,Franklin County,Arkansas,2.56,17780,11.27518456
136,66854,5049,1601111507,5526928,Fulton County,Arkansas,2.39,12139,7.581608118
137,66855,5051,1755290360,147383937,Garland County,Arkansas,2.41,98296,55.99985179
138,66856,5053,1636384325,2896901,Grant County,Arkansas,2.64,18086,11.05241582
139,66857,5055,1496205817,4789586,Greene County,Arkansas,2.6,44623,29.82410541
140,66858,5057,1884268205,35372110,Hempstead County,Arkansas,2.72,22018,11.68517302
141,66859,5059,1593380758,18038344,Hot Spring County,Arkansas,2.54,33520,21.03703075
142,66872,5061,1524380365,17475611,Howard County,Arkansas,2.59,13389,8.78324092
143,69163,5063,1978631568,19593589,Independence County,Arkansas,2.54,37264,18.83321817
144,66860,5065,1503683622,8913817,Izard County,Arkansas,2.5,13559,9.017189389
145,66861,5067,1641853231,19623382,Jackson County,Arkansas,2.33,17225,10.49119353
146,66862,5069,2253242466,113431088,Jefferson County,Arkansas,2.39,70424,31.2545148
147,66863,5071,1709103303,59195660,Johnson County,Arkansas,2.6,26291,15.38292036
148,66864,5073,1368278177,43469442,Lafayette County,Arkansas,2.37,6915,5.053796893
149,66865,5075,1521880769,12286149,Lawrence County,Arkansas,2.47,16669,10.95289483
150,66866,5077,1560781754,43720909,Lee County,Arkansas,2.31,9398,6.021341533
151,66873,5079,1454438338,27514923,Lincoln County,Arkansas,2.34,13695,9.416005919
152,66874,5081,1378511384,84225311,Little River County,Arkansas,2.25,12417,9.007542588
153,82850,5083,1834027338,60685578,Logan County,Arkansas,2.5,21757,11.86296384
154,69164,5085,1996628038,82740476,Lonoke County,Arkansas,2.66,72206,36.16397177
155,69165,5087,2160707852,7318191,Madison County,Arkansas,2.58,16076,7.440154385
156,69898,5089,1546109517,112285683,Marion County,Arkansas,2.44,16438,10.63184711
157,69166,5091,1620628512,30875055,Miller County,Arkansas,2.53,43759,27.00125271
158,69899,5093,2332480077,49826384,Mississippi County,Arkansas,2.49,42831,18.36285781
159,69167,5095,1572480981,36694911,Monroe County,Arkansas,2.16,7249,4.609912671
160,69168,5097,2019823598,52913893,Montgomery County,Arkansas,2.35,8993,4.452369013
161,69169,5099,1600192986,7254361,Nevada County,Arkansas,2.5,8440,5.274363826
162,69900,5101,2126144031,5930175,Newton County,Arkansas,2.68,7848,3.691189254
163,69170,5103,1897898730,18050431,Ouachita County,Arkansas,2.36,24106,12.70141532
164,69171,5105,1428543055,23226442,Perry County,Arkansas,2.74,10322,7.22554351
165,69172,5107,1801669159,82139043,Phillips County,Arkansas,2.51,19034,10.56464774
166,69173,5109,1555614399,34974767,Pike County,Arkansas,2.47,10808,6.947737181
167,69174,5111,1964149128,13520123,Poinsett County,Arkansas,2.51,24054,12.24652429
168,69175,5113,2221382790,12372287,Polk County,Arkansas,2.44,20163,9.076778703
169,69901,5115,2104417474,47279652,Pope County,Arkansas,2.66,63644,30.24304863
170,69176,5117,1678019578,71807770,Prairie County,Arkansas,2.12,8244,4.912934335
171,69177,5119,1965579500,126236379,Pulaski County,Arkansas,2.46,393463,200.1765891
172,69178,5121,1689251367,9889906,Randolph County,Arkansas,2.31,17603,10.42059243
173,83331,5123,1644132566,20028723,St. Francis County,Arkansas,2.45,26294,15.99262769
174,67102,5125,1873977181,17979686,Saline County,Arkansas,2.68,118009,62.97248504
175,69179,5127,2311063521,14887192,Scott County,Arkansas,2.69,10442,4.518266116
176,69180,5129,1725176966,6256683,Searcy County,Arkansas,2.39,7923,4.592572331
177,69181,5131,1377601669,39693806,Sebastian County,Arkansas,2.48,127461,92.52384261
178,69182,5133,1463680826,41831847,Sevier County,Arkansas,2.92,17193,11.74641335
179,69183,5135,1565460775,5201390,Sharp County,Arkansas,2.29,17043,10.88689047
180,69902,5137,1570579417,7841927,Stone County,Arkansas,2.48,12446,7.924463969
181,69903,5139,2691555887,41400825,Union County,Arkansas,2.47,39732,14.76172209
182,69904,5141,1838200430,37692769,Van Buren County,Arkansas,2.41,16684,9.076268141
183,69905,5143,2439803798,26926764,Washington County,Arkansas,2.57,228529,93.66695805
184,69906,5145,2680852090,18293048,White County,Arkansas,2.56,78804,29.39513161
185,69907,5147,1519723271,18703960,Woodruff County,Arkansas,2.26,6660,4.382376797
186,69908,5149,2409045644,48482976,Yell County,Arkansas,2.83,21573,8.954998447
187,1675839,6001,1909598013,216923745,Alameda County,California,2.81,1643700,860.7570749
188,1675840,6003,1912292630,12557304,Alpine County,California,3.71,1146,0.599280666
189,1675841,6005,1539933577,29470567,Amador County,California,2.42,37829,24.56534526
190,1675842,6007,4238438186,105311003,Butte County,California,2.55,227075,53.57515906
191,1675885,6009,2641829200,43797659,Calaveras County,California,2.57,45235,17.12260581
192,1675902,6011,2980332864,14608870,Colusa County,California,2.99,21464,7.201880119
193,1675903,6013,1857233047,225282636,Contra Costa County,California,2.86,1133247,610.1802904
194,1682074,6015,2606117983,578742642,Del Norte County,California,2.48,27424,10.52293111
195,277273,6017,4423290468,203328472,El Dorado County,California,2.67,186661,42.19958001
196,277274,6019,15431404077,137345152,Fresno County,California,3.16,978130,63.38567736
197,277275,6021,3403160290,33693350,Glenn County,California,2.75,27897,8.197380559
198,1681908,6023,9241527430,1253763757,Humboldt County,California,2.43,135768,14.69107797
199,277277,6025,10817292933,790212281,Imperial County,California,3.87,180216,16.65999073
200,1804637,6027,26368508430,119088151,Inyo County,California,2.16,18085,0.685856011
201,2054176,6029,21062456129,78764641,Kern County,California,3.18,883053,41.92545231
202,277280,6031,3600883824,3162664,Kings County,California,3.16,150075,41.67726795
203,277281,6033,3254364315,188836455,Lake County,California,2.43,64148,19.71137641
204,1693324,6035,11761615592,463426051,Lassen County,California,2.23,31185,2.651421461
205,277283,6037,10510671776,1794675167,Los Angeles County,California,3,10098052,960.7427779
206,277284,6039,5534617472,42245931,Madera County,California,3.28,155013,28.00789771
207,277285,6041,1347976788,797029137,Marin County,California,2.4,260295,193.1005061
208,277286,6043,3752472149,36225644,Mariposa County,California,2.13,17540,4.674251881
209,277287,6045,9081426659,962946207,Mendocino County,California,2.5,87422,9.626461049
210,277288,6047,5013300944,111383846,Merced County,California,3.31,269075,53.67222176
211,277289,6049,10140960152,745420661,Modoc County,California,2.31,8938,0.881376109
212,277290,6051,7896838487,214695672,Mono County,California,2.86,14174,1.794895517
213,277291,6053,8499616962,1267799938,Monterey County,California,3.3,433212,50.96841445
214,277292,6055,1938114186,104300794,Napa County,California,2.78,140530,72.50862772
215,1682927,6057,2480587324,41531993,Nevada County,California,2.39,99092,39.9469912
216,277294,6059,2053294769,402004844,Orange County,California,3.02,3164182,1541.02667
217,277295,6061,3644325262,246494490,Placer County,California,2.67,380077,104.2928314
218,277296,6063,6612400908,156387636,Plumas County,California,2.28,18699,2.827868464
219,277297,6065,18664901451,250194697,Riverside County,California,3.27,2383286,127.6881106
220,277298,6067,2500490904,74894369,Sacramento County,California,2.77,1510023,603.8906191
221,277299,6069,3596590995,4719296,San Benito County,California,3.33,59416,16.52008807
222,277300,6071,51954895600,117095140,San Bernardino County,California,3.3,2135413,41.10128555
223,277301,6073,10900649391,820695499,San Diego County,California,2.87,3302833,302.9941503
224,277302,6075,121375681,479216672,San Francisco County,California,2.36,870044,7168.190471
225,277303,6077,3606263159,88974329,San Joaquin County,California,3.16,732212,203.0389818
226,277304,6079,8548611925,815519172,San Luis Obispo County,California,2.52,281455,32.9240586
227,277305,6081,1161960635,757110545,San Mateo County,California,2.89,765935,659.1746544
228,277306,6083,7083976828,2729838280,Santa Barbara County,California,2.92,443738,62.63967412
229,277307,6085,3343896477,33589866,Santa Clara County,California,2.97,1922200,574.8383699
230,277308,6087,1152866293,419671509,Santa Cruz County,California,2.73,273765,237.464658
231,1682610,6089,9778230074,186479459,Shasta County,California,2.49,179085,18.31466417
232,277310,6091,2468694587,23299110,Sierra County,California,2.34,2930,1.186862083
233,277311,6093,16261933260,179149816,Siskiyou County,California,2.23,43540,2.677418441
234,277312,6095,2128327622,218699936,Solano County,California,2.87,438530,206.0444057
235,1657246,6097,4081491107,497455304,Sonoma County,California,2.6,501317,122.8269245
236,277314,6099,3874662824,46356389,Stanislaus County,California,3.09,539301,139.1865627
237,277315,6101,1560546527,15240593,Sutter County,California,2.93,95872,61.43488729
238,1692767,6103,7638228750,33767783,Tehama County,California,2.6,63373,8.296818814
239,277317,6105,8234265085,73407950,Trinity County,California,2.17,12862,1.562009465
240,277318,6107,12495083015,37014644,Tulare County,California,3.34,460477,36.85265632
241,277319,6109,5752079372,138722707,Tuolumne County,California,2.25,53932,9.376087587
242,277320,6111,4771968316,947365005,Ventura County,California,3.08,848112,177.7279193
243,277321,6113,2628144763,22878452,Yolo County,California,2.81,214977,81.79800558
244,277322,6115,1636913845,31057995,Yuba County,California,2.83,75493,46.11910409
245,198116,8001,3020592854,44447105,Adams County,Colorado,3,497115,164.5753082
246,198117,8003,1871465869,1847610,Alamosa County,Colorado,2.5,16444,8.78669511
247,198118,8005,2066632437,19499590,Arapahoe County,Colorado,2.66,636671,308.0717154
248,198119,8007,3496708790,13743572,Archuleta County,Colorado,2.25,12908,3.691471259
249,198120,8009,6617400546,6142193,Baca County,Colorado,2.11,3563,0.538428946
250,198121,8011,3918255140,73141518,Bent County,Colorado,2.26,5809,1.482547663
251,198122,8013,1881290197,36512644,Boulder County,Colorado,2.46,321030,170.6435299
252,1945881,8014,85478796,1411395,Broomfield County,Colorado,2.46,66120,773.5251676
253,198123,8015,2624715692,3999975,Chaffee County,Colorado,2.24,19164,7.301362223
254,198124,8017,4605713965,8166129,Cheyenne County,Colorado,2.69,2039,0.442710949
255,198125,8019,1023561805,3274882,Clear Creek County,Colorado,2,9379,9.163100806
256,198126,8021,3334445557,9213371,Conejos County,Colorado,2.63,8142,2.441785257
257,198127,8023,3179452300,8828906,Costilla County,Colorado,2.19,3687,1.159633689
258,198128,8025,2039427875,33422979,Crowley County,Colorado,3.72,5630,2.760578135
259,198129,8027,1913031959,3364150,Custer County,Colorado,2.22,4640,2.42546915
260,198130,8029,2958095177,16782598,Delta County,Colorado,2.45,30346,10.25862867
261,198131,8031,397024697,4245400,Denver County,Colorado,2.31,693417,1746.533667
262,198132,8033,2763958517,2716141,Dolores County,Colorado,2.49,1841,0.666073672
263,198133,8035,2176237637,6797058,Douglas County,Colorado,2.79,328614,151.0009727
264,198134,8037,4362761542,18963358,Eagle County,Colorado,3.06,54357,12.45931034
265,198136,8039,4793643993,442147,Elbert County,Colorado,2.77,25162,5.249033937
266,198135,8041,5508504028,7097457,El Paso County,Colorado,2.64,688153,124.925569
267,198137,8043,3970664370,2235543,Fremont County,Colorado,2.12,47002,11.83731376
268,198138,8045,7634105497,21398401,Garfield County,Colorado,2.73,58538,7.667957958
269,198139,8047,388228994,942056,Gilpin County,Colorado,2.19,5924,15.2590355
270,198140,8049,4782260510,59902381,Grand County,Colorado,2.54,15066,3.150392993
271,198141,8051,8389338082,53067068,Gunnison County,Colorado,2.35,16537,1.971192463
272,198142,8053,2893614469,15324685,Hinsdale County,Colorado,2.26,878,0.303426738
273,198143,8055,4120756321,5792101,Huerfano County,Colorado,1.95,6583,1.597522272
274,198144,8057,4179530258,18750017,Jackson County,Colorado,2.24,1296,0.310082694
275,198145,8059,1979501357,25326322,Jefferson County,Colorado,2.44,570427,288.1670164
276,198146,8061,4578603579,47032918,Kiowa County,Colorado,2.39,1449,0.316472037
277,198147,8063,5596501999,2251929,Kit Carson County,Colorado,2.35,7635,1.364245023
278,198149,8065,976215870,18111565,Lake County,Colorado,2.22,7585,7.769797883
279,198148,8067,4376522013,25375721,La Plata County,Colorado,2.44,55101,12.59013432
280,198150,8069,6723008226,99024667,Larimer County,Colorado,2.46,338161,50.29906087
281,198151,8071,12361852575,6929970,Las Animas County,Colorado,2.06,14179,1.146996368
282,198152,8073,6676158679,22780363,Lincoln County,Colorado,2.33,5548,0.831016797
283,198153,8075,4761947992,16363553,Logan County,Colorado,2.52,21689,4.554648651
284,198154,8077,8621899288,31440501,Mesa County,Colorado,2.4,149998,17.39732685
285,198155,8079,2268209079,5222161,Mineral County,Colorado,2.14,823,0.36284133
286,198156,8081,12284943825,19803411,Moffat County,Colorado,2.48,13060,1.063089924
287,198157,8083,5255937129,27261089,Montezuma County,Colorado,2.42,25909,4.929472968
288,198158,8085,5804023559,4923260,Montrose County,Colorado,2.38,41268,7.110239919
289,198159,8087,3316441514,34663098,Morgan County,Colorado,2.58,28257,8.520276893
290,198160,8089,3268424425,20092432,Otero County,Colorado,2.32,18325,5.606676985
291,198161,8091,1402719365,1599543,Ouray County,Colorado,2.15,4722,3.366318394
292,198162,8093,5682181421,43520912,Park County,Colorado,2.43,17392,3.060796323
293,198163,8095,1781724975,301808,Phillips County,Colorado,2.54,4318,2.42349412
294,198164,8097,2514104904,6472575,Pitkin County,Colorado,2.53,17909,7.123409994
295,198165,8099,4243428664,15345963,Prowers County,Colorado,2.35,12052,2.840156146
296,198166,8101,6179916826,30267494,Pueblo County,Colorado,2.51,164685,26.6484169
297,198167,8103,8342275042,4868111,Rio Blanco County,Colorado,2.54,6465,0.774968455
298,198168,8105,2361956098,984295,Rio Grande County,Colorado,2.47,11351,4.805762482
299,198169,8107,6117602765,15831744,Routt County,Colorado,2.56,24874,4.065971747
300,198170,8109,8206547694,4454510,Saguache County,Colorado,2.44,6468,0.78815115
301,198171,8111,1003660616,2035929,San Juan County,Colorado,2.05,544,0.542015888
302,198172,8113,3332606119,5204095,San Miguel County,Colorado,2.31,7968,2.390921614
303,198173,8115,1419419130,3530746,Sedgwick County,Colorado,2.27,2350,1.655606826
304,198174,8117,1575590691,28283469,Summit County,Colorado,3.09,30429,19.31275691
305,198175,8119,1442734237,4944578,Teller County,Colorado,2.35,24113,16.71340388
306,198176,8121,6521806798,15207401,Washington County,Colorado,2.24,4840,0.742125633
307,198177,8123,10323763901,79558364,Weld County,Colorado,2.83,295123,28.58676378
308,198178,8125,6123763482,11134666,Yuma County,Colorado,2.46,10069,1.644250309
309,212794,9001,1618651428,549293518,Fairfield County,Connecticut,2.72,944348,583.4165304
310,212338,9003,1903543897,40543777,Hartford County,Connecticut,2.49,894730,470.033815
311,212796,9005,2384116952,62334525,Litchfield County,Connecticut,2.43,183031,76.77098216
312,212797,9007,956493754,180679140,Middlesex County,Connecticut,2.35,163368,170.7988153
313,212798,9009,1565688367,667081242,New Haven County,Connecticut,2.52,859339,548.8569872
314,212799,9011,1722716728,276657755,New London County,Connecticut,2.39,268881,156.0796361
315,212668,9013,1062807467,17549693,Tolland County,Connecticut,2.46,151269,142.3296361
316,212801,9015,1328478475,21477921,Windham County,Connecticut,2.5,116538,87.72291173
317,217271,10001,1517232133,550433497,Kent County,Delaware,2.63,174822,115.2242931
318,217270,10003,1104149852,175376290,New Castle County,Delaware,2.64,555133,502.7696186
319,217269,10005,2424543661,674175861,Sussex County,Delaware,2.42,219540,90.54899837
320,1702382,11001,158340391,18687198,District of Columbia,District of Columbia,2.29,684498,4322.952569
321,308548,12001,2266324954,242877007,Alachua County,Florida,2.54,263148,116.1122104
322,306920,12003,1515738968,9686120,Baker County,Florida,2.92,27785,18.33099273
323,295738,12005,1964585684,711267987,Bay County,Florida,2.57,182482,92.88574252
324,303634,12007,761362115,16905201,Bradford County,Florida,2.6,26979,35.43517528
325,295749,12009,2629306677,1403367455,Brevard County,Florida,2.49,576808,219.3764634
326,295753,12011,3116026236,310052487,Broward County,Florida,2.77,1909151,612.6877168
327,306919,12013,1469390185,18074799,Calhoun County,Florida,2.73,14444,9.829928189
328,295742,12015,1764058624,458736687,Charlotte County,Florida,2.28,176954,100.3107253
329,295752,12017,1507142282,495547943,Citrus County,Florida,2.24,143087,94.93927794
330,295726,12019,1566375291,100402899,Clay County,Florida,2.81,207291,132.3380171
331,295754,12021,5170431469,799432008,Collier County,Florida,2.55,363922,70.38522842
332,306909,12023,2065645989,9755973,Columbia County,Florida,2.57,69105,33.45442557
333,294452,12027,1649027555,6243548,DeSoto County,Florida,2.74,36399,22.07300896
334,295725,12029,1826212953,410630401,Dixie County,Florida,2.28,16437,9.000593262
335,293656,12031,1975993782,402807900,Duval County,Florida,2.55,924229,467.7286986
336,295737,12033,1701544502,563927612,Escambia County,Florida,2.47,311522,183.0818998
